slug,exception_info
Collections_19,junit.framework.AssertionFailedError
Collections_20,junit.framework.ComparisonFailure: expected:<[A]> but was:<[C]>
Collections_21,junit.framework.AssertionFailedError: subList should be unmodifiable
Collections_22,"java.lang.IndexOutOfBoundsException: Index: 2, Size: 1"
Collections_23,junit.framework.AssertionFailedError: expected same:<Trie[18]={
Collections_23,junit.framework.AssertionFailedError: UnmodifiableTrie shall not be decorated expected same:<Trie[0]={
Collections_24,junit.framework.AssertionFailedError
Collections_24,"junit.framework.AssertionFailedError: expected same:<[, One, 2, Three, null, 4, One, 5.0, 6.0, Seven, Eight, Nine, 10, 11, 12, Thirteen, 14, 15, 16]> was not:<[, One, 2, Three, null, 4, One, 5.0, 6.0, Seven, Eight, Nine, 10, 11, 12, Thirteen, 14, 15, 16]>"
Collections_25,java.lang.NullPointerException: You must invoke setComparator() to set a comparator first.
Collections_26,junit.framework.AssertionFailedError: expected:<3> but was:<0>
Collections_27,junit.framework.AssertionFailedError: unsafe clazz accepted when de-serializing MultiValueMap
Collections_28,java.lang.NullPointerException
Compress_1,java.io.EOFException
Compress_2,junit.framework.AssertionFailedError: expected:<1> but was:<0>
Compress_3,junit.framework.AssertionFailedError: After putArchive should follow closeArchive
Compress_4,"java.io.IOException: central directory is empty, can't expand corrupt archive."
Compress_5,junit.framework.AssertionFailedError: shouldn't be able to read from truncated entry
Compress_6,junit.framework.AssertionFailedError
Compress_7,junit.framework.ComparisonFailure: expected:<0302-0601-3[±±±F06±W220±ZB±LALALA±±±±±±±±±±CAN±±DC±±±04±060302±]MOE.model> but was:<0302-0601-3[ﾱﾱﾱF06ﾱW220ﾱZBﾱLALALAﾱﾱﾱﾱﾱﾱﾱﾱﾱﾱCANﾱﾱDCﾱﾱﾱ04ﾱ060302ﾱ]MOE.model>
Compress_8,junit.framework.AssertionFailedError: Expected IllegalArgumentException - should be at least 2 bytes long
Compress_9,junit.framework.AssertionFailedError: expected:<10240> but was:<76>
Compress_10,junit.framework.AssertionFailedError: InputStream is null
Compress_11,junit.framework.AssertionFailedError: created an input stream for a non-archive
Compress_12,java.lang.IllegalArgumentException: Invalid byte 0 at offset 2 in '00{NUL}0765{NUL}' len=8
Compress_13,junit.framework.AssertionFailedError: Expected: <null> but was: ä\ü.txt
Compress_13,junit.framework.AssertionFailedError: expected:<ä[/]> but was:<ä[\]>
Compress_14,java.io.IOException: Error detected parsing the header
Compress_15,junit.framework.AssertionFailedError: expected:<foo> but was:<foo>
Compress_16,junit.framework.AssertionFailedError: created an input stream for a non-archive
Compress_17,junit.framework.AssertionFailedError: COMPRESS-197: Error detected parsing the header
Compress_18,java.io.IOException: request to write '15' bytes exceeds size in header of '0' bytes for entry './PaxHeaders.X/fvv/'
Compress_19,java.util.zip.ZipException: central directory zip64 extended information extra field's length doesn't match central directory data.  Expected length 16 but is 28
Compress_20,java.lang.IllegalArgumentException: Unknown mode. Full: 1a4 Masked: 0
Compress_21,java.io.IOException: Unknown property 128
Compress_22,java.io.IOException: unexpected end of stream
Compress_23,org.tukaani.xz.UnsupportedOptionsException: LZMA dictionary is too big for this implementation
Compress_24,java.lang.IllegalArgumentException: Invalid byte 55 at offset 11 in '777777777777' len=12
Compress_25,junit.framework.AssertionFailedError: arrays first differed at element [0]; expected:<100> but was:<0>
Compress_26,junit.framework.AssertionFailedError: expected:<10> but was:<0>
Compress_27,java.lang.IllegalArgumentException: Invalid byte 32 at offset 1 in ' {NUL}' len=2
Compress_28,junit.framework.AssertionFailedError: Expected exception: java.io.IOException
Compress_29,junit.framework.AssertionFailedError: Tests failed: 20
Compress_30,junit.framework.AssertionFailedError: expected:<0> but was:<-1>
Compress_31,junit.framework.AssertionFailedError: Expected IOException
Compress_31,junit.framework.AssertionFailedError: Expected IllegalArgumentException - embedded NUL
Compress_32,"java.lang.NumberFormatException: For input string: ""4294967294"""
Compress_33,org.apache.commons.compress.compressors.CompressorException: No Compressor found for the stream signature.
Compress_34,junit.framework.AssertionFailedError: expected:<0> but was:<5>
Compress_35,org.apache.commons.compress.archivers.ArchiveException: No Archiver found for the stream signature
Compress_36,java.lang.IllegalStateException: No current 7z entry (call getNextEntry() first).
Compress_37,java.lang.NegativeArraySizeException
Compress_38,java.io.IOException: Error detected parsing the header
Compress_39,junit.framework.AssertionFailedError: expected:<...23456789012345678901[...]> but was:<...23456789012345678901[234567890123456789012345678901234567890123456789]>
Compress_40,junit.framework.AssertionFailedError: expected:<1186> but was:<1184>
Compress_41,junit.framework.AssertionFailedError: expected:<1> but was:<0>
Compress_41,junit.framework.AssertionFailedError: IOException expected
Compress_42,junit.framework.AssertionFailedError
Compress_43,junit.framework.AssertionFailedError: arrays first differed at element [0]; expected:<0> but was:<8>
Compress_44,junit.framework.AssertionFailedError: Expected exception: java.lang.NullPointerException
Compress_45,java.lang.IllegalArgumentException: Value -72057594037927935 is too large for 8 byte field.
Compress_46,junit.framework.AssertionFailedError: Time too big for 32 bits!
Compress_47,junit.framework.AssertionFailedError
Csv_1,junit.framework.AssertionFailedError: expected:<1> but was:<0>
Csv_2,"java.lang.Exception: Unexpected exception, expected<java.lang.IllegalArgumentException> but was<java.lang.ArrayIndexOutOfBoundsException>"
Csv_3,"junit.framework.AssertionFailedError: Records do not match expected result (entry 8): arrays first differed at element [1]; expected:<   ""quoted """" [/]"" / string""   > but was:<   ""quoted """" []"" / string""   >"
Csv_3,junit.framework.AssertionFailedError: 
Csv_4,java.lang.NullPointerException
Csv_5,junit.framework.AssertionFailedError
Csv_6,java.lang.ArrayIndexOutOfBoundsException: 2
Csv_7,junit.framework.AssertionFailedError: Expected exception: java.lang.IllegalStateException
Csv_8,"java.lang.Exception: Unexpected exception, expected<java.lang.IllegalArgumentException> but was<java.lang.IllegalStateException>"
Csv_9,java.lang.NullPointerException
Csv_10,"junit.framework.AssertionFailedError: expected:<[C1,C2,C3"
Csv_11,java.lang.NullPointerException
Csv_12,"java.lang.IllegalArgumentException: The header contains a duplicate name: """" in [A, B, C, , ]"
Csv_13,"junit.framework.AssertionFailedError: expected:<""NULL""	[NULL]"
Csv_14,"junit.framework.AssertionFailedError: expected:<[\]> but was:<[""\""]>"
Csv_15,"junit.framework.AssertionFailedError: expected:<[€],Deux"
Csv_16,junit.framework.AssertionFailedError: expected:<[3]> but was:<[4]>
Gson_1,"java.lang.UnsupportedOperationException: Expecting parameterized type, got class com.google.gson.functional.TypeVariableTest$Bar."
Gson_2,java.lang.ClassCastException: Cannot cast com.google.gson.JsonPrimitive to com.google.gson.JsonObject
Gson_3,java.lang.ClassCastException: java.util.LinkedHashMap cannot be cast to java.util.concurrent.ConcurrentMap
Gson_4,java.lang.IllegalStateException: JSON must start with an array or an object.
Gson_4,com.google.gson.stream.MalformedJsonException: Use JsonReader.setLenient(true) to accept malformed JSON at line 1 column 1 path $
Gson_5,com.google.gson.JsonSyntaxException: 1970-01-01T01:00:00+01
Gson_6,java.lang.NullPointerException
Gson_7,com.google.gson.JsonSyntaxException: java.lang.IllegalStateException: Expected a long but was STRING at line 1 column 2 path $.
Gson_7,java.lang.IllegalStateException: Expected an int but was STRING at line 1 column 2 path $[0]
Gson_8,junit.framework.AssertionFailedError: expected:<class java.lang.reflect.InvocationTargetException> but was:<class java.lang.UnsupportedOperationException>
Gson_9,java.lang.NullPointerException
Gson_10,"junit.framework.ComparisonFailure: expected:<{""part"":[""42""]}> but was:<{""part"":[42]}>"
Gson_11,"com.google.gson.JsonSyntaxException: Expecting number, got: STRING"
Gson_12,java.lang.ArrayIndexOutOfBoundsException: -1
Gson_13,junit.framework.ComparisonFailure: expected:<[-]0> but was:<[]0>
Gson_14,junit.framework.AssertionFailedError: expected:<? super java.lang.Number> but was:<? super ? super java.lang.Number>
Gson_15,"java.lang.IllegalArgumentException: Numeric values must be finite, but was NaN"
Gson_16,java.lang.StackOverflowError
Gson_17,com.google.gson.JsonParseException: The date should be a string value
Gson_18,java.lang.ClassCastException: com.google.gson.internal.LinkedTreeMap cannot be cast to com.google.gson.functional.CollectionTest$SmallClass
JacksonCore_1,"junit.framework.AssertionFailedError: Expected an exception with one of substrings ([can not be represented as BigDecimal]): got one with message ""Character N is neither a decimal digit number, decimal point, nor ""e"" notation exponential mark."""
JacksonCore_2,junit.framework.AssertionFailedError: Should have gotten an exception; instead got token: VALUE_NUMBER_INT
JacksonCore_3,junit.framework.AssertionFailedError: expected:<0> but was:<3>
JacksonCore_4,"junit.framework.AssertionFailedError: Expected buffer of 262145 to expand, did not, length now 262144"
JacksonCore_5,"java.lang.NumberFormatException: For input string: ""1e0"""
JacksonCore_6,junit.framework.AssertionFailedError: expected:<-1> but was:<0>
JacksonCore_7,"junit.framework.AssertionFailedError: Should not have let com.fasterxml.jackson.core.json.UTF8JsonGenerator.writeString() be used in place of 'writeFieldName()': output = {:""a"""
JacksonCore_8,java.lang.NullPointerException
JacksonCore_9,junit.framework.ComparisonFailure: expected:<a> but was:<null>
JacksonCore_10,java.lang.ArrayIndexOutOfBoundsException: 256
JacksonCore_10,junit.framework.AssertionFailedError: expected:<16384> but was:<32768>
JacksonCore_11,java.lang.ArrayIndexOutOfBoundsException: 512
JacksonCore_12,junit.framework.AssertionFailedError: expected:<6> but was:<1>
JacksonCore_13,"junit.framework.ComparisonFailure: expected:<{[foo]:1}> but was:<{[""foo""]:1}>"
JacksonCore_14,"junit.framework.AssertionFailedError: Expected an exception with one of substrings ([smaller than original]): got one with message ""Trying to release buffer not owned by the context"""
JacksonCore_15,junit.framework.ComparisonFailure: expected:<3[]> but was:<3[ 4]>
JacksonCore_16,junit.framework.AssertionFailedError: expected:<2> but was:<3>
JacksonCore_17,com.fasterxml.jackson.core.JsonGenerationException: Split surrogate on writeRaw() input (last character)
JacksonCore_18,junit.framework.AssertionFailedError: Should not have written without exception: 1E+10000
JacksonCore_19,java.lang.ArrayIndexOutOfBoundsException: 200
JacksonCore_20,com.fasterxml.jackson.core.JsonGenerationException: No native support for writing embedded objects
JacksonCore_21,"junit.framework.AssertionFailedError: Expected token END_OBJECT, current token null"
JacksonCore_22,junit.framework.AssertionFailedError: expected:<1> but was:<0>
JacksonCore_23,junit.framework.AssertionFailedError: Should not pass
JacksonCore_24,com.fasterxml.jackson.core.JsonParseException: Numeric value ([Integer with 199999 digits]) out of range of long
JacksonCore_24,com.fasterxml.jackson.core.JsonParseException: Numeric value (9223372036854775817) out of range of long (-9223372036854775808 - 9223372036854775807)
JacksonCore_24,com.fasterxml.jackson.core.JsonParseException: Numeric value (12345678907) out of range of int
JacksonCore_25,java.lang.ArrayIndexOutOfBoundsException: 256
JacksonCore_26,junit.framework.AssertionFailedError: expected:<1> but was:<3>
JacksonDatabind_1,"junit.framework.ComparisonFailure: expected:<[null,[]""bar""]> but was:<[null,[null,]""bar""]>"
JacksonDatabind_2,"junit.framework.AssertionFailedError: Expected Object, got POJO"
JacksonDatabind_3,java.lang.NullPointerException
JacksonDatabind_4,junit.framework.AssertionFailedError: expected:<1> but was:<0>
JacksonDatabind_5,"com.fasterxml.jackson.databind.JsonMappingException: No serializer found for class com.fasterxml.jackson.databind.introspect.TestMixinMerging$PersonImpl and no properties discovered to create BeanSerializer (to avoid exception, disable SerializationFeature.FAIL_ON_EMPTY_BEANS) )"
JacksonDatabind_6,"com.fasterxml.jackson.databind.exc.InvalidFormatException: Can not construct instance of java.util.Date from String value '1997-07-16T19:20+01:00': not a valid representation (error: Failed to parse Date value '1997-07-16T19:20+01:00': Can not parse date ""1997-07-16T19:20+01:00"": not compatible with any of standard forms (""yyyy-MM-dd'T'HH:mm:ss.SSSZ"", ""yyyy-MM-dd'T'HH:mm:ss.SSS'Z'"", ""EEE, dd MMM yyyy HH:mm:ss zzz"", ""yyyy-MM-dd""))"
JacksonDatabind_7,"junit.framework.AssertionFailedError: Expected token START_OBJECT, current token FIELD_NAME"
JacksonDatabind_8,"com.fasterxml.jackson.databind.JsonMappingException: Conflicting String creators: already had explicitly marked [constructor for java.lang.StringBuilder, annotations: [null]], encountered [constructor for java.lang.StringBuilder, annotations: [null]]"
JacksonDatabind_9,"junit.framework.ComparisonFailure: expected:<{""[]java.lang.String"":2}> but was:<{""[class ]java.lang.String"":2}>"
JacksonDatabind_10,"junit.framework.ComparisonFailure: expected:<{""[stuff"":""[key/value]]""}> but was:<{""[key"":""value]""}>"
JacksonDatabind_11,junit.framework.AssertionFailedError: expected:<interface java.lang.CharSequence> but was:<class java.lang.Object>
JacksonDatabind_11,com.fasterxml.jackson.databind.JsonMappingException: Type variable 'T' can not be resolved (with context of class com.fasterxml.jackson.databind.type.TestLocalType609$EntityContainer)
JacksonDatabind_12,junit.framework.AssertionFailedError: expected:<1> but was:<100>
JacksonDatabind_13,"com.fasterxml.jackson.databind.JsonMappingException: (was java.lang.NullPointerException) (through reference chain: com.fasterxml.jackson.databind.struct.Identifiable[""id""])"
JacksonDatabind_14,"com.fasterxml.jackson.databind.exc.UnrecognizedPropertyException: Unrecognized field ""i"" (class com.fasterxml.jackson.databind.convert.TestUpdateValue$DataB), not marked as ignorable (2 known properties: ""da"", ""k""])"
JacksonDatabind_15,"com.fasterxml.jackson.databind.JsonMappingException: No serializer found for class com.fasterxml.jackson.databind.convert.TestConvertingSerializer$DummyBean and no properties discovered to create BeanSerializer (to avoid exception, disable SerializationFeature.FAIL_ON_EMPTY_BEANS) )"
JacksonDatabind_16,"junit.framework.ComparisonFailure: expected:<{""[bar]"":""result""}> but was:<{""[stuff]"":""result""}>"
JacksonDatabind_17,"com.fasterxml.jackson.databind.JsonMappingException: Unexpected token (VALUE_NUMBER_INT), expected VALUE_STRING: need JSON String that contains type id (for subtype of com.fasterxml.jackson.databind.JsonNode)"
JacksonDatabind_18,"com.fasterxml.jackson.databind.JsonMappingException: Can not instantiate value of type [simple type, class com.fasterxml.jackson.databind.seq.ReadRecoveryTest$Bean] from Integral number (1); no single-int-arg constructor/factory method"
JacksonDatabind_19,junit.framework.ComparisonFailure: expected:<129> but was:<null>
JacksonDatabind_19,junit.framework.ComparisonFailure: expected:<123> but was:<null>
JacksonDatabind_19,junit.framework.AssertionFailedError: expected same:<class java.lang.String> was not:<class java.lang.Object>
JacksonDatabind_20,"com.fasterxml.jackson.databind.JsonMappingException: Conflicting setter definitions for property ""all"": com.fasterxml.jackson.databind.node.ObjectNode#setAll(1 params) vs com.fasterxml.jackson.databind.node.ObjectNode#setAll(1 params)"
JacksonDatabind_21,"junit.framework.ComparisonFailure: expected:<[""[b"",""a]""]> but was:<[""[B"",""A]""]>"
JacksonDatabind_22,"junit.framework.ComparisonFailure: expected:<[42]> but was:<[""value""]>"
JacksonDatabind_23,"junit.framework.ComparisonFailure: expected:<{[]}> but was:<{[""value"":0]}>"
JacksonDatabind_24,"junit.framework.AssertionFailedError: expected:<sun.util.calendar.ZoneInfo[id=""America/Los_Angeles"",offset=-28800000,dstSavings=3600000,useDaylight=true,transitions=185,lastRule=java.util.SimpleTimeZone[id=America/Los_Angeles,offset=-28800000,dstSavings=3600000,useDaylight=true,startYear=0,startMode=3,startMonth=2,startDay=8,startDayOfWeek=1,startTime=7200000,startTimeMode=0,endMode=3,endMonth=10,endDay=1,endDayOfWeek=1,endTime=7200000,endTimeMode=0]]> but was:<sun.util.calendar.ZoneInfo[id=""GMT"",offset=0,dstSavings=0,useDaylight=false,transitions=0,lastRule=null]>"
JacksonDatabind_25,com.fasterxml.jackson.databind.JsonMappingException: Can not deserialize Class [B (of type array) as a Bean
JacksonDatabind_26,java.io.NotSerializableException: com.fasterxml.jackson.databind.ser.BeanPropertyWriter
JacksonDatabind_27,java.lang.IllegalStateException: No fallback setter/field defined: can not use creator property for com.fasterxml.jackson.databind.deser.CreatorProperty
JacksonDatabind_28,com.fasterxml.jackson.databind.JsonMappingException: Can not deserialize instance of com.fasterxml.jackson.databind.node.ObjectNode out of END_OBJECT token
JacksonDatabind_29,com.fasterxml.jackson.databind.JsonMappingException: Can not deserialize instance of com.fasterxml.jackson.databind.jsontype.TestExternalId$ValueBean out of VALUE_STRING token
JacksonDatabind_30,junit.framework.AssertionFailedError: Expected BigDecimal = -10000000000.0000000001; got back BigDecimal = -1.0E+10
JacksonDatabind_31,"junit.framework.AssertionFailedError: Expected name 'b' (JsonParser), TokenBuffer had 'a'"
JacksonDatabind_32,com.fasterxml.jackson.databind.JsonMappingException: Can not deserialize instance of java.lang.Object out of END_OBJECT token
JacksonDatabind_33,"com.fasterxml.jackson.databind.JsonMappingException: No serializer found for class com.fasterxml.jackson.databind.struct.TestUnwrapped$Outer and no properties discovered to create BeanSerializer (to avoid exception, disable SerializationFeature.FAIL_ON_EMPTY_BEANS) )"
JacksonDatabind_34,junit.framework.ComparisonFailure: expected:<...dec([numberType=BIG_[DECIMAL]])][optProp bigInt([...> but was:<...dec([numberType=BIG_[INTEGER]])][optProp bigInt([...>
JacksonDatabind_35,"com.fasterxml.jackson.databind.JsonMappingException: Unexpected token (FIELD_NAME), expected START_OBJECT: need JSON Object to contain As.WRAPPER_OBJECT type information for class com.fasterxml.jackson.databind.jsontype.WrapperObjectWithObjectIdTest$Computer"
JacksonDatabind_36,java.lang.NullPointerException
JacksonDatabind_37,"com.fasterxml.jackson.databind.exc.UnrecognizedPropertyException: Unrecognized field ""name"" (class com.fasterxml.jackson.databind.objectid.Objecid1083Test$JsonMapSchema), not marked as ignorable (0 known properties: ])"
JacksonDatabind_38,junit.framework.AssertionFailedError: expected:<class com.fasterxml.jackson.databind.interop.DeprecatedTypeHandling1102Test$Point> but was:<class java.util.LinkedHashMap>
JacksonDatabind_39,"com.fasterxml.jackson.databind.exc.UnrecognizedPropertyException: Unrecognized field ""location"" (class com.fasterxml.jackson.databind.jsontype.TestPolymorphicWithDefaultImpl$CallRecord), not marked as ignorable (4 known properties: ""version"", ""item"", ""item2"", ""application""])"
JacksonDatabind_40,junit.framework.AssertionFailedError: Should not have passed
JacksonDatabind_41,java.lang.IllegalArgumentException: Unrecognized Type: [null]
JacksonDatabind_42,junit.framework.AssertionFailedError: expected same:<> was not:<null>
JacksonDatabind_43,com.fasterxml.jackson.databind.JsonMappingException: Can not deserialize instance of java.lang.String out of VALUE_NULL token
JacksonDatabind_44,"com.fasterxml.jackson.databind.exc.UnrecognizedPropertyException: Unrecognized field ""b"" (class com.fasterxml.jackson.databind.jsontype.TestSubtypes$Default1125), not marked as ignorable (2 known properties: ""a"", ""def""])"
JacksonDatabind_45,"junit.framework.ComparisonFailure: expected:<{""date"":[""1970-01-01""]}> but was:<{""date"":[0]}>"
JacksonDatabind_46,junit.framework.ComparisonFailure: expected:<...e<Ljava/lang/String;[>];> but was:<...e<Ljava/lang/String;[];>
JacksonDatabind_47,"junit.framework.AssertionFailedError: Expected an exception with one of substrings ([types not related]): got one with message ""Failed to widen type [simple type, class java.lang.Long] with annotation (value java.lang.String), from 'getValue': Class java.lang.String not a super-type of [simple type, class java.lang.Long]"""
JacksonDatabind_47,"com.fasterxml.jackson.databind.JsonMappingException: Failed to widen type [simple type, class com.fasterxml.jackson.databind.ser.TestJsonSerializeAs$Bean1178Base] with annotation (value com.fasterxml.jackson.databind.ser.TestJsonSerializeAs$Bean1178Abstract), from 'value': Class com.fasterxml.jackson.databind.ser.TestJsonSerializeAs$Bean1178Abstract not a super-type of [simple type, class com.fasterxml.jackson.databind.ser.TestJsonSerializeAs$Bean1178Base]"
JacksonDatabind_48,"junit.framework.AssertionFailedError: Should find 1 property, not 2; properties = [[Property 'name'; ctors: null, field(s): null, getter(s): null, setter(s): [method com.fasterxml.jackson.databind.ser.TestFeatures$TCls#setName(1 params)][visible=true,ignore=false,explicitName=false]], [Property 'groupname'; ctors: null, field(s): [field com.fasterxml.jackson.databind.ser.TestFeatures$TCls#groupname][visible=true,ignore=false,explicitName=true], getter(s): null, setter(s): null]]"
JacksonDatabind_49,"com.fasterxml.jackson.databind.deser.UnresolvedForwardReference: Unresolved forward references for: Object id [1] (for com.fasterxml.jackson.databind.objectid.AlwaysAsReferenceFirstTest$Bar) at [Source: {""bar1"":1,""bar2"":{""@id"":2,""value"":3}}; line: 1, column: 10]."
JacksonDatabind_50,com.fasterxml.jackson.databind.JsonMappingException: Can not deserialize instance of com.fasterxml.jackson.databind.objectid.ObjectWithCreator1261Test$Child out of START_ARRAY token
JacksonDatabind_51,"com.fasterxml.jackson.databind.JsonMappingException: Problem deserializing property 'options' (expected type: [simple type, class java.lang.Object]; actual type: java.util.LinkedHashMap), problem: Can not set com.fasterxml.jackson.databind.jsontype.TestCustomTypeIdResolver$Poly1Base field com.fasterxml.jackson.databind.jsontype.TestCustomTypeIdResolver$Base1270.options to java.util.LinkedHashMap"
JacksonDatabind_52,junit.framework.ComparisonFailure: expected:<foo> but was:<null>
JacksonDatabind_53,"com.fasterxml.jackson.databind.JsonMappingException: Can not construct instance of com.fasterxml.jackson.databind.jsontype.TypeRefinementForMap1215Test$HasUniqueId, problem: abstract types either need to be mapped to concrete types, have custom deserializer, or be instantiated with additional type information"
JacksonDatabind_54,"junit.framework.ComparisonFailure: expected:<{[]}> but was:<{[""a"":null]}>"
JacksonDatabind_55,"junit.framework.ComparisonFailure: expected:<{""[aleph]"":""b""}> but was:<{""[A]"":""b""}>"
JacksonDatabind_56,junit.framework.AssertionFailedError: expected:<en_US> but was:<en-us>
JacksonDatabind_57,"java.io.CharConversionException: Invalid UTF-32 character 0x2261223a(above 10ffff)  at char #1, byte #7)"
JacksonDatabind_58,"com.fasterxml.jackson.databind.JsonMappingException: Can not access private java.lang.Throwable java.lang.Throwable.cause (from class java.lang.Throwable; failed to set access: Can not force permission: (""java.lang.reflect.ReflectPermission"" ""suppressAccessChecks"")"
JacksonDatabind_59,"com.fasterxml.jackson.databind.JsonMappingException: Can not find a (Map) Key deserializer for type [simple type, class com.fasterxml.jackson.databind.jsontype.TypeRefinementForMapTest$CompoundKey]"
JacksonDatabind_60,junit.framework.AssertionFailedError: expected:<class com.fasterxml.jackson.databind.jsontype.TestDefaultWithCreators$Bean1385> but was:<class [B>
JacksonDatabind_60,"junit.framework.ComparisonFailure: expected:<...alue"":12345,""type"":""[thingy]""}> but was:<...alue"":12345,""type"":""[date]""}>"
JacksonDatabind_61,"com.fasterxml.jackson.databind.JsonMappingException: Class java.lang.Long not subtype of [simple type, class long] (through reference chain: java.util.HashMap[""longAsField""]->com.fasterxml.jackson.databind.jsontype.Data[""key""])"
JacksonDatabind_62,"java.lang.IllegalStateException: No default constructor for [collection type; class java.util.Collections$UnmodifiableSet, contains [simple type, class java.lang.Object]]"
JacksonDatabind_63,"junit.framework.ComparisonFailure: expected:<....databind.deser.exc.[TestExceptionHandlingWithDefaultDeserialization$Foo[""bar""]->com.fasterxml.jackson.databind.deser.exc.TestExceptionHandlingWithDefaultDeserialization$]Bar[""baz""]> but was:<....databind.deser.exc.[Foo[""bar""]->com.fasterxml.jackson.databind.deser.exc.]Bar[""baz""]>"
JacksonDatabind_63,"junit.framework.ComparisonFailure: expected:<....databind.deser.exc.[ExceptionPathTest$]Outer[""inner""]> but was:<....databind.deser.exc.[]Outer[""inner""]>"
JacksonDatabind_63,"junit.framework.ComparisonFailure: expected:<....databind.deser.exc.[TestExceptionHandlingWithJsonCreatorDeserialization$Foo[""bar""]->com.fasterxml.jackson.databind.deser.exc.TestExceptionHandlingWithJsonCreatorDeserialization$]Bar[""baz""]> but was:<....databind.deser.exc.[Foo[""bar""]->com.fasterxml.jackson.databind.deser.exc.]Bar[""baz""]>"
JacksonDatabind_64,"junit.framework.ComparisonFailure: expected:<{[]}> but was:<{[""str"":null]}>"
JacksonDatabind_66,"com.fasterxml.jackson.databind.exc.InvalidFormatException: Can not deserialize Map key of type com.fasterxml.jackson.databind.module.TestCustomEnumKeyDeserializer$SuperTypeEnum from String ""FOO"": not a valid representation: No enum constant com.fasterxml.jackson.databind.module.TestCustomEnumKeyDeserializer.SuperTypeEnum.}"
JacksonDatabind_67,"com.fasterxml.jackson.databind.exc.InvalidFormatException: Can not deserialize Map key of type com.fasterxml.jackson.databind.module.TestCustomEnumKeyDeserializer$KeyEnum from String ""REPlaceMENTS"": not a valid representation, problem: (com.fasterxml.jackson.databind.exc.InvalidFormatException) Can not deserialize Map key of type com.fasterxml.jackson.databind.module.TestCustomEnumKeyDeserializer$KeyEnum from String ""REPlaceMENTS"": not one of values excepted for Enum class: [rootDirectory, replacements, licenseString]"
JacksonDatabind_68,"com.fasterxml.jackson.databind.JsonMappingException: Can not construct instance of com.fasterxml.jackson.databind.struct.SingleValueAsArrayTest$Messages: no suitable constructor found, can not deserialize from Object value (missing default constructor or creator, or perhaps need to add/enable type information?)"
JacksonDatabind_69,com.fasterxml.jackson.databind.JsonMappingException: Could not find creator property with name 'intField' (in class com.fasterxml.jackson.databind.creators.Creator1476Test$SimplePojo)
JacksonDatabind_70,"java.util.NoSuchElementException: No entry 'businessAddress' found, can't remove"
JacksonDatabind_71,"com.fasterxml.jackson.databind.JsonMappingException: Can not find a (Map) Key deserializer for type [simple type, class java.lang.CharSequence]"
JacksonDatabind_72,java.lang.IllegalStateException: Internal error: no creator index for property 'a' (of type com.fasterxml.jackson.databind.deser.impl.InnerClassProperty)
JacksonDatabind_73,"com.fasterxml.jackson.databind.exc.UnrecognizedPropertyException: Unrecognized field ""x"" (class com.fasterxml.jackson.databind.deser.ReadOrWriteOnlyTest$ReadXWriteY), not marked as ignorable (one known property: ""y""])"
JacksonDatabind_74,"com.fasterxml.jackson.databind.JsonMappingException: Unexpected token (VALUE_STRING), expected FIELD_NAME: missing property 'type' that is to contain type id  (for class com.fasterxml.jackson.databind.jsontype.TestPolymorphicWithDefaultImpl$AsProperty)"
JacksonDatabind_75,"junit.framework.ComparisonFailure: expected:<{""color"":[2]}> but was:<{""color"":[""GREEN""]}>"
JacksonDatabind_76,junit.framework.ComparisonFailure: expected:<John> but was:<null>
JacksonDatabind_77,"junit.framework.AssertionFailedError: Expected an exception with one of substrings ([Illegal type]): got one with message ""N/A"
JacksonDatabind_78,"junit.framework.AssertionFailedError: Expected an exception with one of substrings ([Illegal type]): got one with message ""N/A"
JacksonDatabind_79,"junit.framework.ComparisonFailure: expected:<{""alwaysClass"":[1],""alwaysProp"":2}> but was:<{""alwaysClass"":[{""id"":1,""value"":13}],""alwaysProp"":2}>"
JacksonDatabind_80,java.lang.NullPointerException
JacksonDatabind_81,"com.fasterxml.jackson.databind.exc.InvalidDefinitionException: Invalid definition for property ""i"" (of type com.fasterxml.jackson.databind.introspect.TypeCoercion1592Test$Bean1592): Can not refine serialization type [simple type, class int] into java.lang.Integer; types not related"
JacksonDatabind_82,junit.framework.ComparisonFailure: expected:<jack> but was:<null>
JacksonDatabind_83,"com.fasterxml.jackson.databind.exc.InvalidFormatException: Can not deserialize value of type java.util.UUID from String ""not a uuid!"": not a valid textual representation"
JacksonDatabind_84,"junit.framework.ComparisonFailure: expected:<{""[base"":1,""]sub"":2}> but was:<{""[]sub"":2}>"
JacksonDatabind_85,"junit.framework.ComparisonFailure: expected:<{""date"":""1970-01-01[X01:00:]00""}> but was:<{""date"":""1970-01-01[T01:00:00.000+01]00""}>"
JacksonDatabind_86,junit.framework.AssertionFailedError
JacksonDatabind_86,"junit.framework.ComparisonFailure: expected:<{""[base"":1,""]sub"":2}> but was:<{""[]sub"":2}>"
JacksonDatabind_87,junit.framework.AssertionFailedError: expected:<Wed Dec 31 16:00:00 PST 1969> but was:<Wed Dec 31 18:00:00 PST 1969>
