slug,ID,model,input_tokens,output_tokens,total_tokens
Closure_55,113,gpt-4o-2024-11-20,4863,77,4940
Closure_55,113,gpt-4o-2024-11-20,4380,64,4444
Closure_55,113,gpt-4o-2024-11-20,5155,89,5244
Closure_55,113,gpt-4o-2024-11-20,4587,94,4681
Closure_55,113,gpt-4o-2024-11-20,4194,176,4370
Closure_55,113,gpt-4o-2024-11-20,5271,78,5349
Closure_55,113,gpt-4o-2024-11-20,4884,101,4985
Closure_55,113,gpt-4o-2024-11-20,4543,122,4665
Closure_55,113,gpt-4o-2024-11-20,5376,95,5471
Closure_55,113,gpt-4o-2024-11-20,4749,123,4872
Closure_55,113,gpt-4o-2024-11-20,4224,161,4385
Closure_55,113,gpt-4o-2024-11-20,4602,210,4812
Closure_55,113,gpt-4o-2024-11-20,5498,94,5592
Closure_55,113,gpt-4o-2024-11-20,5615,90,5705
Closure_55,113,gpt-4o-2024-11-20,5064,100,5164
Closure_55,113,gpt-4o-2024-11-20,4460,121,4581
Closure_55,113,gpt-4o-2024-11-20,4797,161,4958
Closure_55,113,gpt-4o-2024-11-20,5732,80,5812
Closure_55,113,gpt-4o-2024-11-20,4492,90,4582
Closure_56,114,gpt-4o-2024-11-20,5777,327,6104
Closure_57,115,gpt-4o-2024-11-20,5145,174,5319
Closure_57,115,gpt-4o-2024-11-20,4575,192,4767
Closure_58,116,gpt-4o-2024-11-20,5743,829,6572
Closure_58,116,gpt-4o-2024-11-20,5348,975,6323
Closure_58,116,gpt-4o-2024-11-20,6965,1104,8069
Closure_58,116,gpt-4o-2024-11-20,6787,904,7691
Closure_58,116,gpt-4o-2024-11-20,6537,736,7273
Closure_58,116,gpt-4o-2024-11-20,7457,864,8321
Closure_58,116,gpt-4o-2024-11-20,7718,690,8408
Closure_58,116,gpt-4o-2024-11-20,6346,816,7162
Closure_58,116,gpt-4o-2024-11-20,8435,900,9335
Closure_58,116,gpt-4o-2024-11-20,6510,813,7323
Closure_58,116,gpt-4o-2024-11-20,9362,533,9895
Closure_58,116,gpt-4o-2024-11-20,5730,731,6461
Closure_58,116,gpt-4o-2024-11-20,9922,659,10581
Closure_58,116,gpt-4o-2024-11-20,10604,737,11341
Closure_59,117,gpt-4o-2024-11-20,3787,544,4331
Closure_59,117,gpt-4o-2024-11-20,5121,527,5648
Closure_59,117,gpt-4o-2024-11-20,5872,647,6519
Closure_59,117,gpt-4o-2024-11-20,4546,467,5013
Closure_59,117,gpt-4o-2024-11-20,5036,438,5474
Closure_59,117,gpt-4o-2024-11-20,5147,487,5634
Closure_59,117,gpt-4o-2024-11-20,5536,590,6126
Closure_59,117,gpt-4o-2024-11-20,6660,587,7247
Closure_59,117,gpt-4o-2024-11-20,5501,528,6029
Closure_59,117,gpt-4o-2024-11-20,5290,528,5818
Closure_59,117,gpt-4o-2024-11-20,6056,505,6561
Closure_59,117,gpt-4o-2024-11-20,5345,547,5892
Closure_59,117,gpt-4o-2024-11-20,6588,537,7125
Closure_59,117,gpt-4o-2024-11-20,5375,491,5866
Closure_59,117,gpt-4o-2024-11-20,5751,528,6279
Closure_59,117,gpt-4o-2024-11-20,7152,526,7678
Closure_59,117,gpt-4o-2024-11-20,5402,457,5859
Closure_61,118,gpt-4o-2024-11-20,9938,442,10380
Closure_61,118,gpt-4o-2024-11-20,9383,490,9873
Closure_61,118,gpt-4o-2024-11-20,9216,447,9663
Closure_61,118,gpt-4o-2024-11-20,9358,555,9913
Closure_61,118,gpt-4o-2024-11-20,11265,472,11737
Closure_61,118,gpt-4o-2024-11-20,10595,379,10974
Closure_61,118,gpt-4o-2024-11-20,10116,443,10559
Closure_61,118,gpt-4o-2024-11-20,11001,453,11454
Closure_61,118,gpt-4o-2024-11-20,9896,424,10320
Closure_61,118,gpt-4o-2024-11-20,8901,406,9307
Closure_61,118,gpt-4o-2024-11-20,11481,407,11888
Closure_61,118,gpt-4o-2024-11-20,8997,395,9392
Closure_61,118,gpt-4o-2024-11-20,8494,420,8914
Closure_61,118,gpt-4o-2024-11-20,11915,441,12356
Closure_61,118,gpt-4o-2024-11-20,10013,507,10520
Closure_61,118,gpt-4o-2024-11-20,9240,518,9758
Closure_61,118,gpt-4o-2024-11-20,9706,498,10204
Closure_61,118,gpt-4o-2024-11-20,10215,445,10660
Closure_61,118,gpt-4o-2024-11-20,12383,484,12867
Closure_61,118,gpt-4o-2024-11-20,9184,624,9808
Closure_61,118,gpt-4o-2024-11-20,10864,451,11315
Closure_61,118,gpt-4o-2024-11-20,9491,409,9900
Closure_61,118,gpt-4o-2024-11-20,10354,501,10855
Closure_61,118,gpt-4o-2024-11-20,12894,436,13330
Closure_61,118,gpt-4o-2024-11-20,10072,356,10428
Closure_61,118,gpt-4o-2024-11-20,10809,388,11197
Closure_62,119,gpt-4o-2024-11-20,6836,290,7126
Closure_62,119,gpt-4o-2024-11-20,6908,315,7223
Closure_62,119,gpt-4o-2024-11-20,7210,293,7503
Closure_62,119,gpt-4o-2024-11-20,6935,286,7221
Closure_65,120,gpt-4o-2024-11-20,5607,623,6230
Closure_65,120,gpt-4o-2024-11-20,4908,666,5574
Closure_65,120,gpt-4o-2024-11-20,5336,693,6029
Closure_65,120,gpt-4o-2024-11-20,5996,783,6779
Closure_65,120,gpt-4o-2024-11-20,6445,667,7112
Closure_65,120,gpt-4o-2024-11-20,4995,713,5708
Closure_65,120,gpt-4o-2024-11-20,7139,1190,8329
Closure_65,120,gpt-4o-2024-11-20,8352,1224,9576
Closure_65,120,gpt-4o-2024-11-20,9599,963,10562
Closure_65,120,gpt-4o-2024-11-20,10585,508,11093
Closure_65,120,gpt-4o-2024-11-20,4815,583,5398
Closure_65,120,gpt-4o-2024-11-20,11120,460,11580
Closure_66,121,gpt-4o-2024-11-20,12384,422,12806
Closure_66,121,gpt-4o-2024-11-20,13017,579,13596
Closure_66,121,gpt-4o-2024-11-20,13619,490,14109
Closure_66,121,gpt-4o-2024-11-20,14132,733,14865
Closure_66,121,gpt-4o-2024-11-20,14888,609,15497
Closure_66,121,gpt-4o-2024-11-20,15520,593,16113
Closure_66,121,gpt-4o-2024-11-20,16136,1043,17179
Closure_67,122,gpt-4o-2024-11-20,2659,223,2882
Closure_67,122,gpt-4o-2024-11-20,3107,191,3298
Closure_67,122,gpt-4o-2024-11-20,3282,202,3484
Closure_67,122,gpt-4o-2024-11-20,3492,189,3681
Closure_67,122,gpt-4o-2024-11-20,3693,248,3941
Closure_67,122,gpt-4o-2024-11-20,3097,193,3290
Closure_67,122,gpt-4o-2024-11-20,3077,194,3271
Closure_67,122,gpt-4o-2024-11-20,3258,302,3560
Closure_67,122,gpt-4o-2024-11-20,3693,287,3980
Closure_67,122,gpt-4o-2024-11-20,3317,224,3541
Closure_67,122,gpt-4o-2024-11-20,3080,312,3392
Closure_67,122,gpt-4o-2024-11-20,3497,397,3894
Closure_67,122,gpt-4o-2024-11-20,4004,343,4347
Closure_67,122,gpt-4o-2024-11-20,4318,409,4727
Closure_67,122,gpt-4o-2024-11-20,3568,197,3765
Closure_67,122,gpt-4o-2024-11-20,3053,189,3242
Closure_67,122,gpt-4o-2024-11-20,3252,297,3549
Closure_67,122,gpt-4o-2024-11-20,3792,175,3967
Closure_67,122,gpt-4o-2024-11-20,3031,237,3268
Closure_67,122,gpt-4o-2024-11-20,3298,255,3553
Closure_67,122,gpt-4o-2024-11-20,3596,393,3989
Closure_67,122,gpt-4o-2024-11-20,4152,230,4382
Closure_67,122,gpt-4o-2024-11-20,3994,187,4181
Closure_67,122,gpt-4o-2024-11-20,3071,179,3250
Closure_67,122,gpt-4o-2024-11-20,3194,164,3358
Closure_67,122,gpt-4o-2024-11-20,3368,188,3556
Closure_67,122,gpt-4o-2024-11-20,3605,192,3797
Closure_67,122,gpt-4o-2024-11-20,4208,205,4413
Closure_67,122,gpt-4o-2024-11-20,3089,246,3335
Closure_67,122,gpt-4o-2024-11-20,3374,234,3608
Closure_67,122,gpt-4o-2024-11-20,3593,252,3845
Closure_67,122,gpt-4o-2024-11-20,3888,241,4129
Closure_69,123,gpt-4o-2024-11-20,7841,376,8217
Closure_69,123,gpt-4o-2024-11-20,7829,393,8222
Closure_69,123,gpt-4o-2024-11-20,8432,357,8789
Closure_69,123,gpt-4o-2024-11-20,7864,430,8294
Closure_69,123,gpt-4o-2024-11-20,8560,435,8995
Closure_69,123,gpt-4o-2024-11-20,9238,445,9683
Closure_69,123,gpt-4o-2024-11-20,9651,599,10250
Closure_69,123,gpt-4o-2024-11-20,8816,456,9272
Closure_69,123,gpt-4o-2024-11-20,8005,403,8408
Closure_69,123,gpt-4o-2024-11-20,9299,737,10036
Closure_69,123,gpt-4o-2024-11-20,10059,628,10687
Closure_69,123,gpt-4o-2024-11-20,10710,681,11391
Closure_69,123,gpt-4o-2024-11-20,11414,735,12149
Closure_7,124,gpt-4o-2024-11-20,2697,110,2807
Closure_7,124,gpt-4o-2024-11-20,3032,148,3180
Closure_7,124,gpt-4o-2024-11-20,3201,176,3377
Closure_7,124,gpt-4o-2024-11-20,3430,228,3658
Closure_7,124,gpt-4o-2024-11-20,3735,239,3974
Closure_7,124,gpt-4o-2024-11-20,3022,108,3130
Closure_7,124,gpt-4o-2024-11-20,3030,160,3190
Closure_7,124,gpt-4o-2024-11-20,3157,156,3313
Closure_7,124,gpt-4o-2024-11-20,3078,182,3260
Closure_7,124,gpt-4o-2024-11-20,3315,288,3603
Closure_7,124,gpt-4o-2024-11-20,3734,265,3999
Closure_7,124,gpt-4o-2024-11-20,3340,136,3476
Closure_7,124,gpt-4o-2024-11-20,3058,184,3242
Closure_7,124,gpt-4o-2024-11-20,3299,219,3518
Closure_7,124,gpt-4o-2024-11-20,3578,268,3846
Closure_7,124,gpt-4o-2024-11-20,3920,276,4196
Closure_7,124,gpt-4o-2024-11-20,3503,158,3661
Closure_7,124,gpt-4o-2024-11-20,3080,180,3260
Closure_7,124,gpt-4o-2024-11-20,3313,229,3542
Closure_7,124,gpt-4o-2024-11-20,3688,156,3844
Closure_7,124,gpt-4o-2024-11-20,3078,190,3268
Closure_7,124,gpt-4o-2024-11-20,3331,261,3592
Closure_7,124,gpt-4o-2024-11-20,3871,155,4026
Closure_7,124,gpt-4o-2024-11-20,3077,203,3280
Closure_7,124,gpt-4o-2024-11-20,3356,262,3618
Closure_7,124,gpt-4o-2024-11-20,3702,313,4015
Closure_70,125,gpt-4o-2024-11-20,3134,368,3502
Closure_70,125,gpt-4o-2024-11-20,3727,320,4047
Closure_70,125,gpt-4o-2024-11-20,3717,354,4071
Closure_70,125,gpt-4o-2024-11-20,3713,341,4054
Closure_70,125,gpt-4o-2024-11-20,4134,310,4444
Closure_70,125,gpt-4o-2024-11-20,4438,381,4819
Closure_70,125,gpt-4o-2024-11-20,4098,277,4375
Closure_70,125,gpt-4o-2024-11-20,3595,269,3864
Closure_70,125,gpt-4o-2024-11-20,3913,335,4248
Closure_70,125,gpt-4o-2024-11-20,4402,434,4836
Closure_70,125,gpt-4o-2024-11-20,4859,485,5344
Closure_70,125,gpt-4o-2024-11-20,3783,375,4158
Closure_70,125,gpt-4o-2024-11-20,5372,298,5670
Closure_70,125,gpt-4o-2024-11-20,3616,329,3945
Closure_70,125,gpt-4o-2024-11-20,4013,308,4321
Closure_70,125,gpt-4o-2024-11-20,4325,341,4666
Closure_70,125,gpt-4o-2024-11-20,5697,319,6016
Closure_70,125,gpt-4o-2024-11-20,3678,330,4008
Closure_70,125,gpt-4o-2024-11-20,4077,432,4509
Closure_71,126,gpt-4o-2024-11-20,7858,750,8608
Closure_71,126,gpt-4o-2024-11-20,7167,696,7863
Closure_71,126,gpt-4o-2024-11-20,8127,712,8839
Closure_71,126,gpt-4o-2024-11-20,8930,751,9681
Closure_71,126,gpt-4o-2024-11-20,9804,683,10487
Closure_71,126,gpt-4o-2024-11-20,8823,615,9438
Closure_71,126,gpt-4o-2024-11-20,7190,491,7681
Closure_71,126,gpt-4o-2024-11-20,6916,593,7509
Closure_71,126,gpt-4o-2024-11-20,9465,668,10133
Closure_71,126,gpt-4o-2024-11-20,7741,613,8354
Closure_71,126,gpt-4o-2024-11-20,7367,694,8061
Closure_71,126,gpt-4o-2024-11-20,8766,552,9318
Closure_71,126,gpt-4o-2024-11-20,9342,557,9899
Closure_71,126,gpt-4o-2024-11-20,10160,658,10818
Closure_71,126,gpt-4o-2024-11-20,7529,844,8373
Closure_71,126,gpt-4o-2024-11-20,9443,990,10433
Closure_71,126,gpt-4o-2024-11-20,10845,712,11557
Closure_71,126,gpt-4o-2024-11-20,8263,549,8812
Closure_71,126,gpt-4o-2024-11-20,11584,497,12081
Closure_71,126,gpt-4o-2024-11-20,7904,487,8391
Closure_71,126,gpt-4o-2024-11-20,8144,516,8660
Closure_71,126,gpt-4o-2024-11-20,8462,514,8976
Closure_71,126,gpt-4o-2024-11-20,9028,525,9553
Closure_71,126,gpt-4o-2024-11-20,12108,542,12650
Closure_71,126,gpt-4o-2024-11-20,7749,490,8239
Closure_71,126,gpt-4o-2024-11-20,7328,544,7872
Closure_71,126,gpt-4o-2024-11-20,7538,458,7996
Closure_71,126,gpt-4o-2024-11-20,8966,577,9543
Closure_73,127,gpt-4o-2024-11-20,5496,506,6002
Closure_73,127,gpt-4o-2024-11-20,6213,310,6523
Closure_73,127,gpt-4o-2024-11-20,6546,516,7062
Closure_73,127,gpt-4o-2024-11-20,7085,522,7607
Closure_73,127,gpt-4o-2024-11-20,7630,531,8161
Closure_73,127,gpt-4o-2024-11-20,8184,546,8730
Closure_73,127,gpt-4o-2024-11-20,8753,542,9295
Closure_77,128,gpt-4o-2024-11-20,5857,618,6475
Closure_77,128,gpt-4o-2024-11-20,6686,549,7235
Closure_77,128,gpt-4o-2024-11-20,5301,629,5930
Closure_77,128,gpt-4o-2024-11-20,5225,661,5886
Closure_77,128,gpt-4o-2024-11-20,5943,666,6609
Closure_77,128,gpt-4o-2024-11-20,6665,670,7335
Closure_77,128,gpt-4o-2024-11-20,7262,520,7782
Closure_77,128,gpt-4o-2024-11-20,7805,550,8355
Closure_77,128,gpt-4o-2024-11-20,8378,550,8928
Closure_77,128,gpt-4o-2024-11-20,8951,529,9480
Closure_77,128,gpt-4o-2024-11-20,9503,477,9980
Closure_81,129,gpt-4o-2024-11-20,3086,476,3562
Closure_81,129,gpt-4o-2024-11-20,3787,459,4246
Closure_81,129,gpt-4o-2024-11-20,4069,484,4553
Closure_81,129,gpt-4o-2024-11-20,4603,600,5203
Closure_81,129,gpt-4o-2024-11-20,5355,699,6054
Closure_81,129,gpt-4o-2024-11-20,3777,480,4257
Closure_81,129,gpt-4o-2024-11-20,3791,423,4214
Closure_81,129,gpt-4o-2024-11-20,4001,480,4481
Closure_81,129,gpt-4o-2024-11-20,4563,661,5224
Closure_81,129,gpt-4o-2024-11-20,4284,459,4743
Closure_81,129,gpt-4o-2024-11-20,3770,342,4112
Closure_81,129,gpt-4o-2024-11-20,3818,372,4190
Closure_81,129,gpt-4o-2024-11-20,4245,425,4670
Closure_81,129,gpt-4o-2024-11-20,4770,438,5208
Closure_81,129,gpt-4o-2024-11-20,3749,334,4083
Closure_81,129,gpt-4o-2024-11-20,3781,371,4152
Closure_81,129,gpt-4o-2024-11-20,5235,554,5789
Closure_81,129,gpt-4o-2024-11-20,3865,405,4270
Closure_81,129,gpt-4o-2024-11-20,4039,438,4477
Closure_81,129,gpt-4o-2024-11-20,4535,526,5061
Closure_81,129,gpt-4o-2024-11-20,5816,493,6309
Closure_81,129,gpt-4o-2024-11-20,3804,575,4379
Closure_81,129,gpt-4o-2024-11-20,4318,526,4844
Closure_81,129,gpt-4o-2024-11-20,4820,543,5363
Closure_81,129,gpt-4o-2024-11-20,5405,582,5987
Closure_81,129,gpt-4o-2024-11-20,6336,509,6845
Closure_81,129,gpt-4o-2024-11-20,3820,521,4341
Closure_81,129,gpt-4o-2024-11-20,4226,555,4781
Closure_81,129,gpt-4o-2024-11-20,4840,634,5474
Closure_81,129,gpt-4o-2024-11-20,5578,692,6270
Closure_82,130,gpt-4o-2024-11-20,7624,62,7686
Closure_82,130,gpt-4o-2024-11-20,7663,80,7743
Closure_82,130,gpt-4o-2024-11-20,7622,73,7695
Closure_82,130,gpt-4o-2024-11-20,6992,85,7077
Closure_82,130,gpt-4o-2024-11-20,7458,134,7592
Closure_82,130,gpt-4o-2024-11-20,7901,66,7967
Closure_82,130,gpt-4o-2024-11-20,7790,77,7867
Closure_82,130,gpt-4o-2024-11-20,7560,79,7639
Closure_82,130,gpt-4o-2024-11-20,6735,94,6829
Closure_82,130,gpt-4o-2024-11-20,7489,65,7554
Closure_82,130,gpt-4o-2024-11-20,7994,83,8077
Closure_82,130,gpt-4o-2024-11-20,8162,122,8284
Closure_82,130,gpt-4o-2024-11-20,7518,83,7601
Closure_82,130,gpt-4o-2024-11-20,8564,214,8778
Closure_82,130,gpt-4o-2024-11-20,8925,241,9166
Closure_82,130,gpt-4o-2024-11-20,8104,94,8198
Closure_82,130,gpt-4o-2024-11-20,7294,59,7353
Closure_82,130,gpt-4o-2024-11-20,6802,245,7047
Closure_82,130,gpt-4o-2024-11-20,8225,100,8325
Closure_82,130,gpt-4o-2024-11-20,5998,162,6160
Closure_82,130,gpt-4o-2024-11-20,6302,144,6446
Closure_82,130,gpt-4o-2024-11-20,7705,201,7906
Closure_82,130,gpt-4o-2024-11-20,8455,210,8665
Closure_82,130,gpt-4o-2024-11-20,8352,75,8427
Closure_82,130,gpt-4o-2024-11-20,8154,54,8208
Closure_82,130,gpt-4o-2024-11-20,8235,63,8298
Closure_82,130,gpt-4o-2024-11-20,7335,89,7424
Closure_82,130,gpt-4o-2024-11-20,7004,101,7105
Closure_82,130,gpt-4o-2024-11-20,8454,97,8551
Closure_82,130,gpt-4o-2024-11-20,6115,98,6213
Closure_82,130,gpt-4o-2024-11-20,6869,88,6957
Closure_82,130,gpt-4o-2024-11-20,7970,126,8096
Closure_82,130,gpt-4o-2024-11-20,7258,251,7509
Closure_83,131,gpt-4o-2024-11-20,2613,132,2745
Closure_83,131,gpt-4o-2024-11-20,2970,236,3206
Closure_83,131,gpt-4o-2024-11-20,2960,150,3110
Closure_83,131,gpt-4o-2024-11-20,2988,176,3164
Closure_83,131,gpt-4o-2024-11-20,3177,205,3382
Closure_83,131,gpt-4o-2024-11-20,3436,265,3701
Closure_83,131,gpt-4o-2024-11-20,3786,285,4071
Closure_83,131,gpt-4o-2024-11-20,3137,187,3324
Closure_83,131,gpt-4o-2024-11-20,3347,221,3568
Closure_83,131,gpt-4o-2024-11-20,3591,246,3837
Closure_83,131,gpt-4o-2024-11-20,3860,244,4104
Closure_83,131,gpt-4o-2024-11-20,4127,229,4356
Closure_87,132,gpt-4o-2024-11-20,3766,214,3980
Closure_87,132,gpt-4o-2024-11-20,3974,142,4116
Closure_87,132,gpt-4o-2024-11-20,5664,177,5841
Closure_87,132,gpt-4o-2024-11-20,5901,159,6060
Closure_87,132,gpt-4o-2024-11-20,6067,255,6322
Closure_87,132,gpt-4o-2024-11-20,4195,148,4343
Closure_87,132,gpt-4o-2024-11-20,4366,155,4521
Closure_87,132,gpt-4o-2024-11-20,4544,144,4688
Closure_87,132,gpt-4o-2024-11-20,4711,160,4871
Closure_87,132,gpt-4o-2024-11-20,4339,217,4556
Closure_87,132,gpt-4o-2024-11-20,4898,189,5087
Closure_87,132,gpt-4o-2024-11-20,5110,158,5268
Closure_88,133,gpt-4o-2024-11-20,12481,338,12819
Closure_88,133,gpt-4o-2024-11-20,12586,251,12837
Closure_88,133,gpt-4o-2024-11-20,12793,330,13123
Closure_88,133,gpt-4o-2024-11-20,15464,347,15811
Closure_88,133,gpt-4o-2024-11-20,17105,331,17436
Closure_88,133,gpt-4o-2024-11-20,13034,265,13299
Closure_88,133,gpt-4o-2024-11-20,12808,286,13094
Closure_88,133,gpt-4o-2024-11-20,13326,289,13615
Closure_88,133,gpt-4o-2024-11-20,13183,298,13481
Closure_88,133,gpt-4o-2024-11-20,13132,379,13511
Closure_88,133,gpt-4o-2024-11-20,14142,318,14460
Closure_88,133,gpt-4o-2024-11-20,13642,331,13973
Closure_88,133,gpt-4o-2024-11-20,13432,232,13664
Closure_88,133,gpt-4o-2024-11-20,13412,328,13740
Closure_88,133,gpt-4o-2024-11-20,13924,263,14187
Closure_88,133,gpt-4o-2024-11-20,15190,326,15516
Closure_88,133,gpt-4o-2024-11-20,14000,284,14284
Closure_88,133,gpt-4o-2024-11-20,13259,265,13524
Closure_88,133,gpt-4o-2024-11-20,14198,274,14472
Closure_88,133,gpt-4o-2024-11-20,15329,312,15641
Closure_88,133,gpt-4o-2024-11-20,14311,316,14627
Closure_88,133,gpt-4o-2024-11-20,13291,314,13605
Closure_88,133,gpt-4o-2024-11-20,14496,439,14935
Closure_88,133,gpt-4o-2024-11-20,14654,321,14975
Closure_88,133,gpt-4o-2024-11-20,13710,326,14036
Closure_88,133,gpt-4o-2024-11-20,14357,339,14696
Closure_88,133,gpt-4o-2024-11-20,14444,387,14831
Closure_88,133,gpt-4o-2024-11-20,18267,526,18793
Closure_91,134,gpt-4o-2024-11-20,4884,468,5352
Closure_91,134,gpt-4o-2024-11-20,4055,413,4468
Closure_91,134,gpt-4o-2024-11-20,4266,434,4700
Closure_91,134,gpt-4o-2024-11-20,6690,515,7205
Closure_91,134,gpt-4o-2024-11-20,6518,611,7129
Closure_91,134,gpt-4o-2024-11-20,5567,459,6026
Closure_91,134,gpt-4o-2024-11-20,5477,477,5954
Closure_91,134,gpt-4o-2024-11-20,5832,457,6289
Closure_91,134,gpt-4o-2024-11-20,7144,462,7606
Closure_91,134,gpt-4o-2024-11-20,6053,460,6513
Closure_91,134,gpt-4o-2024-11-20,5433,480,5913
Closure_91,134,gpt-4o-2024-11-20,5794,530,6324
Closure_91,134,gpt-4o-2024-11-20,6531,388,6919
Closure_91,134,gpt-4o-2024-11-20,6540,409,6949
Closure_91,134,gpt-4o-2024-11-20,5600,394,5994
Closure_91,134,gpt-4o-2024-11-20,6131,431,6562
Closure_91,134,gpt-4o-2024-11-20,6400,562,6962
Closure_91,134,gpt-4o-2024-11-20,7350,538,7888
Closure_91,134,gpt-4o-2024-11-20,6976,497,7473
Closure_91,134,gpt-4o-2024-11-20,5435,388,5823
Closure_91,134,gpt-4o-2024-11-20,5448,416,5864
Closure_91,134,gpt-4o-2024-11-20,6706,425,7131
Closure_91,134,gpt-4o-2024-11-20,7114,500,7614
Closure_91,134,gpt-4o-2024-11-20,7500,471,7971
Closure_91,134,gpt-4o-2024-11-20,5557,416,5973
Closure_91,134,gpt-4o-2024-11-20,5602,460,6062
Closure_91,134,gpt-4o-2024-11-20,7998,363,8361
Closure_91,134,gpt-4o-2024-11-20,5197,330,5527
Closure_91,134,gpt-4o-2024-11-20,5439,448,5887
Closure_91,134,gpt-4o-2024-11-20,6177,439,6616
Closure_91,134,gpt-4o-2024-11-20,6690,514,7204
Closure_92,135,gpt-4o-2024-11-20,3065,743,3808
Closure_92,135,gpt-4o-2024-11-20,4033,446,4479
Closure_92,135,gpt-4o-2024-11-20,4316,560,4876
Closure_92,135,gpt-4o-2024-11-20,5015,542,5557
Closure_92,135,gpt-4o-2024-11-20,5564,646,6210
Closure_92,135,gpt-4o-2024-11-20,4023,463,4486
Closure_92,135,gpt-4o-2024-11-20,3753,450,4203
Closure_92,135,gpt-4o-2024-11-20,4044,505,4549
Closure_92,135,gpt-4o-2024-11-20,4513,503,5016
Closure_92,135,gpt-4o-2024-11-20,3793,441,4234
Closure_92,135,gpt-4o-2024-11-20,4066,504,4570
Closure_92,135,gpt-4o-2024-11-20,4658,525,5183
Closure_92,135,gpt-4o-2024-11-20,5229,595,5824
Closure_92,135,gpt-4o-2024-11-20,5043,469,5512
Closure_92,135,gpt-4o-2024-11-20,3759,499,4258
Closure_92,135,gpt-4o-2024-11-20,4148,462,4610
Closure_92,135,gpt-4o-2024-11-20,4598,474,5072
Closure_92,135,gpt-4o-2024-11-20,5109,486,5595
Closure_92,135,gpt-4o-2024-11-20,5539,473,6012
Closure_92,135,gpt-4o-2024-11-20,3763,510,4273
Closure_92,135,gpt-4o-2024-11-20,4174,541,4715
Closure_92,135,gpt-4o-2024-11-20,4771,513,5284
Closure_92,135,gpt-4o-2024-11-20,5281,580,5861
Closure_92,135,gpt-4o-2024-11-20,6039,494,6533
Closure_92,135,gpt-4o-2024-11-20,3784,513,4297
Closure_92,135,gpt-4o-2024-11-20,4201,474,4675
Closure_92,135,gpt-4o-2024-11-20,4661,546,5207
Closure_92,135,gpt-4o-2024-11-20,5304,630,5934
Closure_92,135,gpt-4o-2024-11-20,6560,497,7057
Closure_92,135,gpt-4o-2024-11-20,3787,468,4255
Closure_92,135,gpt-4o-2024-11-20,4114,524,4638
Closure_92,135,gpt-4o-2024-11-20,4719,538,5257
Closure_92,135,gpt-4o-2024-11-20,5296,513,5809
Closure_94,136,gpt-4o-2024-11-20,8939,214,9153
Closure_94,136,gpt-4o-2024-11-20,4475,202,4677
Closure_94,136,gpt-4o-2024-11-20,4095,287,4382
Closure_95,137,gpt-4o-2024-11-20,3375,770,4145
Closure_95,137,gpt-4o-2024-11-20,4372,606,4978
Closure_95,137,gpt-4o-2024-11-20,4360,738,5098
Closure_95,137,gpt-4o-2024-11-20,4340,769,5109
Closure_95,137,gpt-4o-2024-11-20,5047,831,5878
Closure_95,137,gpt-4o-2024-11-20,5965,706,6671
Closure_95,137,gpt-4o-2024-11-20,6571,760,7331
Closure_95,137,gpt-4o-2024-11-20,5125,784,5909
Closure_95,137,gpt-4o-2024-11-20,4386,800,5186
Closure_95,137,gpt-4o-2024-11-20,5155,845,6000
Closure_95,137,gpt-4o-2024-11-20,6070,845,6915
Closure_95,137,gpt-4o-2024-11-20,5936,593,6529
Closure_95,137,gpt-4o-2024-11-20,4195,595,4790
Closure_95,137,gpt-4o-2024-11-20,6556,698,7254
Closure_95,137,gpt-4o-2024-11-20,4300,614,4914
Closure_95,137,gpt-4o-2024-11-20,4697,735,5432
Closure_95,137,gpt-4o-2024-11-20,5578,796,6374
Closure_95,137,gpt-4o-2024-11-20,6460,751,7211
Closure_95,137,gpt-4o-2024-11-20,7281,587,7868
Closure_95,137,gpt-4o-2024-11-20,4189,627,4816
Closure_95,137,gpt-4o-2024-11-20,4612,802,5414
Closure_95,137,gpt-4o-2024-11-20,5614,927,6541
Closure_95,137,gpt-4o-2024-11-20,7895,607,8502
Closure_95,137,gpt-4o-2024-11-20,4209,614,4823
Closure_95,137,gpt-4o-2024-11-20,4606,739,5345
Closure_96,138,gpt-4o-2024-11-20,5089,354,5443
Closure_96,138,gpt-4o-2024-11-20,5038,420,5458
Closure_96,138,gpt-4o-2024-11-20,6001,337,6338
Closure_96,138,gpt-4o-2024-11-20,6240,428,6668
Closure_96,138,gpt-4o-2024-11-20,6945,455,7400
Closure_96,138,gpt-4o-2024-11-20,5658,443,6101
Closure_96,138,gpt-4o-2024-11-20,5631,358,5989
Closure_96,138,gpt-4o-2024-11-20,5548,511,6059
Closure_96,138,gpt-4o-2024-11-20,6128,476,6604
Closure_96,138,gpt-4o-2024-11-20,5403,434,5837
Closure_96,138,gpt-4o-2024-11-20,5481,494,5975
Closure_96,138,gpt-4o-2024-11-20,6631,509,7140
Closure_96,138,gpt-4o-2024-11-20,7163,465,7628
Closure_96,138,gpt-4o-2024-11-20,4771,481,5252
Closure_96,138,gpt-4o-2024-11-20,5600,518,6118
Closure_96,138,gpt-4o-2024-11-20,6288,597,6885
Closure_96,138,gpt-4o-2024-11-20,7655,459,8114
Closure_96,138,gpt-4o-2024-11-20,8137,452,8589
Closure_97,139,gpt-4o-2024-11-20,5819,487,6306
Closure_97,139,gpt-4o-2024-11-20,5267,481,5748
